央视,#genre#
辽宁卫视,http://58.245.97.28:9901/tsfile/live/0121_1.m3u8?key=Aikantv&t=1727575209$晚高峰卡
黑龙江卫视,http://58.245.97.28:9901/tsfile/live/0143_1.m3u8?key=Aikantv&t=1727575209$晚高峰卡
江苏卫视,http://58.245.97.28:9901/tsfile/live/0127_1.m3u8?key=Aikantv&t=1727575209$晚高峰卡
浙江卫视,http://58.245.97.28:9901/tsfile/live/0124_1.m3u8?key=Aikantv&t=1727575209$晚高峰卡
河北卫视,http://58.245.97.28:9901/tsfile/live/0117_1.m3u8?key=Aikantv&t=1727575210$晚高峰卡
上海卫视,http://58.245.97.28:9901/tsfile/live/0107_1.m3u8?key=Aikantv&t=1727575210$晚高峰卡
安徽卫视,http://58.245.97.28:9901/tsfile/live/0130_1.m3u8?key=Aikantv&t=1727575210$晚高峰卡
东南卫视,http://58.245.97.28:9901/tsfile/live/0137_1.m3u8?key=Aikantv&t=1727575210$晚高峰卡
江西卫视,http://58.245.97.28:9901/tsfile/live/0138_1.m3u8?key=Aikantv&t=1727575210$晚高峰卡
山东卫视,http://58.245.97.28:9901/tsfile/live/0131_1.m3u8?key=Aikantv&t=1727575210$晚高峰卡
河南卫视,http://58.245.97.28:9901/tsfile/live/0139_1.m3u8?key=Aikantv&t=1727575210$晚高峰卡
湖北卫视,http://58.245.97.28:9901/tsfile/live/0132_1.m3u8?key=Aikantv&t=1727575210$晚高峰卡
天津卫视,http://58.245.97.28:9901/tsfile/live/0135_1.m3u8?key=Aikantv&t=1727575210$晚高峰卡
江苏卫视,http://113.218.230.180:8081/tsfile/live/0127_1.m3u8?key=Aikantv&t=1727575210$晚高峰卡
CGTN纪录,http://113.218.230.180:8081/tsfile/live/0016_1.m3u8?key=Aikantv&t=1727575210$晚高峰卡
湖南卫视,http://122.224.58.42:85/tsfile/live/0128_1.m3u8?key=Aikantv&t=1727575210$晚高峰卡
西藏卫视,http://113.218.230.180:8081/tsfile/live/0111_1.m3u8?key=Aikantv&t=1727575210$晚高峰卡
新疆卫视,http://113.218.230.180:8081/tsfile/live/0110_1.m3u8?key=Aikantv&t=1727575210$晚高峰卡
南方卫视,http://113.218.230.180:8081/tsfile/live/1004_1.m3u8?key=Aikantv&t=1727575210$晚高峰卡
卡酷动画,http://113.218.230.180:8081/tsfile/live/1005_1.m3u8?key=Aikantv&t=1727575210$晚高峰卡
优漫卡通,http://113.218.230.180:8081/tsfile/live/1006_1.m3u8?key=Aikantv&t=1727575210$晚高峰卡
哈哈炫动,http://113.218.230.180:8081/tsfile/live/1007_1.m3u8?key=Aikantv&t=1727575210$晚高峰卡
湖北卫视,http://58.48.5.186:1111/tsfile/live/0018_1.m3u8?key=Aikantv&t=1727575210$晚高峰卡
北京卫视,http://122.224.58.42:85/tsfile/live/0122_1.m3u8?key=Aikantv&t=1727575210$晚高峰卡
上海卫视,http://122.224.58.42:85/tsfile/live/0107_1.m3u8?key=Aikantv&t=1727575210$晚高峰卡
广东卫视,http://122.224.58.42:85/tsfile/live/0125_1.m3u8?key=Aikantv&t=1727575210$晚高峰卡
深圳卫视,http://122.224.58.42:85/tsfile/live/0126_1.m3u8?key=Aikantv&t=1727575210$晚高峰卡
浙江卫视,http://122.224.58.42:85/tsfile/live/0124_1.m3u8?key=Aikantv&t=1727575210$晚高峰卡
江苏卫视,http://122.224.58.42:85/tsfile/live/0127_1.m3u8?key=Aikantv&t=1727575210$晚高峰卡
天津卫视,http://122.224.58.42:85/tsfile/live/0135_1.m3u8?key=Aikantv&t=1727575210$晚高峰卡
内蒙古卫视,http://113.218.230.180:8081/tsfile/live/0109_1.m3u8?key=Aikantv&t=1727575210$晚高峰卡
山东卫视,http://122.224.58.42:85/tsfile/live/0131_1.m3u8?key=Aikantv&t=1727575210$晚高峰卡
黑龙江卫视,http://122.224.58.42:85/tsfile/live/0143_1.m3u8?key=Aikantv&t=1727575210$晚高峰卡
辽宁卫视,http://122.224.58.42:85/tsfile/live/0121_1.m3u8?key=Aikantv&t=1727575210$晚高峰卡
吉林卫视,http://122.224.58.42:85/tsfile/live/0116_1.m3u8?key=Aikantv&t=1727575210$晚高峰卡
四川卫视,http://122.224.58.42:85/tsfile/live/0123_1.m3u8?key=Aikantv&t=1727575210$晚高峰卡
重庆卫视,http://122.224.58.42:85/tsfile/live/0142_1.m3u8?key=Aikantv&t=1727575211$晚高峰卡
江西卫视,http://122.224.58.42:85/tsfile/live/0138_1.m3u8?key=Aikantv&t=1727575211$晚高峰卡
陕西卫视,http://122.224.58.42:85/tsfile/live/0136_1.m3u8?key=Aikantv&t=1727575211$晚高峰卡
云南卫视,http://122.224.58.42:85/tsfile/live/0119_1.m3u8?key=Aikantv&t=1727575211$晚高峰卡
贵州卫视,http://122.224.58.42:85/tsfile/live/0120_1.m3u8?key=Aikantv&t=1727575211$晚高峰卡
西藏卫视,http://122.224.58.42:85/tsfile/live/0111_1.m3u8?key=Aikantv&t=1727575211$晚高峰卡
旅游卫视,http://122.224.58.42:85/tsfile/live/0114_1.m3u8?key=Aikantv&t=1727575211$晚高峰卡
新疆卫视,http://122.224.58.42:85/tsfile/live/0110_1.m3u8?key=Aikantv&t=1727575211$晚高峰卡
宁夏卫视,http://113.218.230.180:8081/tsfile/live/0112_1.m3u8?key=Aikantv&t=1727575211$晚高峰卡
山西卫视,http://113.218.230.180:8081/tsfile/live/0118_1.m3u8?key=Aikantv&t=1727575211$晚高峰卡
湖南卫视,http://113.218.230.180:8081/tsfile/live/0017_1.m3u8?key=Aikantv&t=1727575211$晚高峰卡
辽宁卫视,http://113.218.230.180:8081/tsfile/live/0121_1.m3u8?key=Aikantv&t=1727575211$晚高峰卡
湖南都市,http://113.218.230.180:8081/tsfile/live/0018_1.m3u8?key=Aikantv&t=1727575211$晚高峰卡
湖南电影,http://113.218.230.180:8081/tsfile/live/0019_1.m3u8?key=Aikantv&t=1727575211$晚高峰卡
湖南娱乐,http://113.218.230.180:8081/tsfile/live/1000_1.m3u8?key=Aikantv&t=1727575211$晚高峰卡
湖南国际,http://113.218.230.180:8081/tsfile/live/1001_1.m3u8?key=Aikantv&t=1727575211$晚高峰卡
湖南金鹰卡通,http://113.218.230.180:8081/tsfile/live/1002_1.m3u8?key=Aikantv&t=1727575211$晚高峰卡
甘肃卫视,http://116.233.34.25:7777/tsfile/live/0141_1.m3u8?key=Aikantv&t=1727575211$晚高峰卡
浙江卫视,http://113.218.230.180:8081/tsfile/live/0124_1.m3u8?key=Aikantv&t=1727575211$晚高峰卡
安徽卫视,http://113.218.230.180:8081/tsfile/live/0130_1.m3u8?key=Aikantv&t=1727575211$晚高峰卡
北京卫视,http://113.218.230.180:8081/tsfile/live/0122_1.m3u8?key=Aikantv&t=1727575211$晚高峰卡
天津卫视,http://113.218.230.180:8081/tsfile/live/0135_1.m3u8?key=Aikantv&t=1727575211$晚高峰卡
东方卫视,http://113.218.230.180:8081/tsfile/live/0107_1.m3u8?key=Aikantv&t=1727575211$晚高峰卡
江西卫视,http://113.218.230.180:8081/tsfile/live/0138_1.m3u8?key=Aikantv&t=1727575211$晚高峰卡
深圳卫视,http://113.218.230.180:8081/tsfile/live/0126_1.m3u8?key=Aikantv&t=1727575211$晚高峰卡
东南卫视,http://113.218.230.180:8081/tsfile/live/0137_1.m3u8?key=Aikantv&t=1727575211$晚高峰卡
陕西卫视,http://113.218.230.180:8081/tsfile/live/0136_1.m3u8?key=Aikantv&t=1727575211$晚高峰卡
海南卫视,http://113.218.230.180:8081/tsfile/live/1003_1.m3u8?key=Aikantv&t=1727575211$晚高峰卡
广东卫视,http://113.218.230.180:8081/tsfile/live/0125_1.m3u8?key=Aikantv&t=1727575211$晚高峰卡
湖北卫视,http://113.218.230.180:8081/tsfile/live/0132_1.m3u8?key=Aikantv&t=1727575211$晚高峰卡
广西卫视,http://113.218.230.180:8081/tsfile/live/0113_1.m3u8?key=Aikantv&t=1727575211$晚高峰卡
山东卫视,http://113.218.230.180:8081/tsfile/live/0131_1.m3u8?key=Aikantv&t=1727575211$晚高峰卡
四川卫视,http://113.218.230.180:8081/tsfile/live/0123_1.m3u8?key=Aikantv&t=1727575211$晚高峰卡
重庆卫视,http://113.218.230.180:8081/tsfile/live/0142_1.m3u8?key=Aikantv&t=1727575211$晚高峰卡
云南卫视,http://113.218.230.180:8081/tsfile/live/0119_1.m3u8?key=Aikantv&t=1727575211$晚高峰卡
河南卫视,http://113.218.230.180:8081/tsfile/live/0139_1.m3u8?key=Aikantv&t=1727575211$晚高峰卡
黑龙江卫视,http://113.218.230.180:8081/tsfile/live/0143_1.m3u8?key=Aikantv&t=1727575211$晚高峰卡
贵州卫视,http://113.218.230.180:8081/tsfile/live/0120_1.m3u8?key=Aikantv&t=1727575211$晚高峰卡
河北卫视,http://113.218.230.180:8081/tsfile/live/0117_1.m3u8?key=Aikantv&t=1727575211$晚高峰卡
吉林卫视,http://113.218.230.180:8081/tsfile/live/0116_1.m3u8?key=Aikantv&t=1727575211$晚高峰卡
青海卫视,http://116.233.34.25:7777/tsfile/live/0140_1.m3u8?key=Aikantv&t=1727575211$晚高峰卡
海南卫视,http://116.233.34.25:7777/tsfile/live/1055_1.m3u8?key=Aikantv&t=1727575211$晚高峰卡
陕西卫视,http://116.233.34.25:7777/tsfile/live/0136_1.m3u8?key=Aikantv&t=1727575211$晚高峰卡
北京卫视,http://210.22.75.86:9901/tsfile/live/0122_1.m3u8?key=Aikantv&t=1727575211$晚高峰卡
江苏卫视,http://171.120.7.130:9999/tsfile/live/0127_1.m3u8?key=Aikantv&t=1727575211$晚高峰卡
上海卫视,http://171.120.7.130:9999/tsfile/live/0107_1.m3u8?key=Aikantv&t=1727575211$晚高峰卡
辽宁卫视,http://171.120.7.130:9999/tsfile/live/0121_1.m3u8?key=Aikantv&t=1727575211$晚高峰卡
黑龙江卫视,http://171.120.7.130:9999/tsfile/live/0143_1.m3u8?key=Aikantv&t=1727575211$晚高峰卡
湖北卫视,http://171.120.7.130:9999/tsfile/live/0132_1.m3u8?key=Aikantv&t=1727575211$晚高峰卡
上海卫视,http://210.22.75.86:9901/tsfile/live/0107_1.m3u8?key=Aikantv&t=1727575211$晚高峰卡
广西卫视,http://210.22.75.86:9901/tsfile/live/0113_1.m3u8?key=Aikantv&t=1727575211$晚高峰卡
吉林卫视,http://210.22.75.86:9901/tsfile/live/0116_1.m3u8?key=Aikantv&t=1727575211$晚高峰卡
河北卫视,http://210.22.75.86:9901/tsfile/live/0117_1.m3u8?key=Aikantv&t=1727575211$晚高峰卡
山西卫视,http://210.22.75.86:9901/tsfile/live/0118_1.m3u8?key=Aikantv&t=1727575211$晚高峰卡
云南卫视,http://210.22.75.86:9901/tsfile/live/0119_1.m3u8?key=Aikantv&t=1727575211$晚高峰卡
贵州卫视,http://210.22.75.86:9901/tsfile/live/0120_1.m3u8?key=Aikantv&t=1727575211$晚高峰卡
辽宁卫视,http://210.22.75.86:9901/tsfile/live/0121_1.m3u8?key=Aikantv&t=1727575211$晚高峰卡
四川卫视,http://210.22.75.86:9901/tsfile/live/0123_1.m3u8?key=Aikantv&t=1727575211$晚高峰卡
四川卫视,http://171.120.7.130:9999/tsfile/live/0123_1.m3u8?key=Aikantv&t=1727575211$晚高峰卡
浙江卫视,http://210.22.75.86:9901/tsfile/live/0124_1.m3u8?key=Aikantv&t=1727575211$晚高峰卡
广东卫视,http://210.22.75.86:9901/tsfile/live/0125_1.m3u8?key=Aikantv&t=1727575211$晚高峰卡
深圳卫视,http://210.22.75.86:9901/tsfile/live/0126_1.m3u8?key=Aikantv&t=1727575211$晚高峰卡
江苏卫视,http://210.22.75.86:9901/tsfile/live/0127_1.m3u8?key=Aikantv&t=1727575211$晚高峰卡
湖南卫视,http://210.22.75.86:9901/tsfile/live/0128_1.m3u8?key=Aikantv&t=1727575211$晚高峰卡
安徽卫视,http://210.22.75.86:9901/tsfile/live/0130_1.m3u8?key=Aikantv&t=1727575211$晚高峰卡
山东卫视,http://210.22.75.86:9901/tsfile/live/0131_1.m3u8?key=Aikantv&t=1727575211$晚高峰卡
湖北卫视,http://210.22.75.86:9901/tsfile/live/0132_1.m3u8?key=Aikantv&t=1727575211$晚高峰卡
天津卫视,http://210.22.75.86:9901/tsfile/live/0135_1.m3u8?key=Aikantv&t=1727575211$晚高峰卡
陕西卫视,http://210.22.75.86:9901/tsfile/live/0136_1.m3u8?key=Aikantv&t=1727575211$晚高峰卡
东南卫视,http://210.22.75.86:9901/tsfile/live/0137_1.m3u8?key=Aikantv&t=1727575211$晚高峰卡
江西卫视,http://210.22.75.86:9901/tsfile/live/0138_1.m3u8?key=Aikantv&t=1727575211$晚高峰卡
河南卫视,http://210.22.75.86:9901/tsfile/live/0139_1.m3u8?key=Aikantv&t=1727575211$晚高峰卡
青海卫视,http://210.22.75.86:9901/tsfile/live/0140_1.m3u8?key=Aikantv&t=1727575211$晚高峰卡
北京卫视,http://171.120.7.130:9999/tsfile/live/0122_1.m3u8?key=Aikantv&t=1727575211$晚高峰卡
河南卫视,http://171.120.7.130:9999/tsfile/live/0139_1.m3u8?key=Aikantv&t=1727575211$晚高峰卡
山西卫视,http://116.233.34.25:7777/tsfile/live/0118_1.m3u8?key=Aikantv&t=1727575211$晚高峰卡
金鹰卡通,http://183.185.252.91:9999/tsfile/live/1000_1.m3u8?key=Aikantv&t=1727575211$晚高峰卡
青海卫视,http://171.120.7.130:9999/tsfile/live/0140_1.m3u8?key=Aikantv&t=1727575212$晚高峰卡
吉林卫视,http://171.120.7.130:9999/tsfile/live/0116_1.m3u8?key=Aikantv&t=1727575212$晚高峰卡
江西卫视,http://171.120.7.130:9999/tsfile/live/0138_1.m3u8?key=Aikantv&t=1727575212$晚高峰卡
广西卫视,http://171.120.7.130:9999/tsfile/live/0113_1.m3u8?key=Aikantv&t=1727575212$晚高峰卡
东南卫视,http://171.120.7.130:9999/tsfile/live/0137_1.m3u8?key=Aikantv&t=1727575212$晚高峰卡
贵州卫视,http://171.120.7.130:9999/tsfile/live/0120_1.m3u8?key=Aikantv&t=1727575212$晚高峰卡
山西卫视,http://183.185.252.91:9999/tsfile/live/0118_1.m3u8?key=Aikantv&t=1727575212$晚高峰卡
湖南卫视,http://183.185.252.91:9999/tsfile/live/0128_1.m3u8?key=Aikantv&t=1727575212$晚高峰卡
浙江卫视,http://183.185.252.91:9999/tsfile/live/0124_1.m3u8?key=Aikantv&t=1727575212$晚高峰卡
广东卫视,http://183.185.252.91:9999/tsfile/live/0125_1.m3u8?key=Aikantv&t=1727575212$晚高峰卡
深圳卫视,http://183.185.252.91:9999/tsfile/live/0126_1.m3u8?key=Aikantv&t=1727575212$晚高峰卡
天津卫视,http://183.185.252.91:9999/tsfile/live/0135_1.m3u8?key=Aikantv&t=1727575212$晚高峰卡
山东卫视,http://183.185.252.91:9999/tsfile/live/0131_1.m3u8?key=Aikantv&t=1727575212$晚高峰卡
重庆卫视,http://183.185.252.91:9999/tsfile/live/0142_1.m3u8?key=Aikantv&t=1727575212$晚高峰卡
湖北卫视,http://183.185.252.91:9999/tsfile/live/0132_1.m3u8?key=Aikantv&t=1727575212$晚高峰卡
陕西卫视,http://183.185.252.91:9999/tsfile/live/0136_1.m3u8?key=Aikantv&t=1727575212$晚高峰卡
黑龙江卫视,http://183.185.252.91:9999/tsfile/live/0143_1.m3u8?key=Aikantv&t=1727575212$晚高峰卡
辽宁卫视,http://183.185.252.91:9999/tsfile/live/0121_1.m3u8?key=Aikantv&t=1727575212$晚高峰卡
上海卫视,http://183.185.252.91:9999/tsfile/live/0107_1.m3u8?key=Aikantv&t=1727575212$晚高峰卡
江苏卫视,http://183.185.252.91:9999/tsfile/live/0127_1.m3u8?key=Aikantv&t=1727575212$晚高峰卡
北京卫视,http://183.185.252.91:9999/tsfile/live/0122_1.m3u8?key=Aikantv&t=1727575212$晚高峰卡
四川卫视,http://183.185.252.91:9999/tsfile/live/0123_1.m3u8?key=Aikantv&t=1727575212$晚高峰卡
河南卫视,http://183.185.252.91:9999/tsfile/live/0139_1.m3u8?key=Aikantv&t=1727575212$晚高峰卡
贵州卫视,http://183.185.252.91:9999/tsfile/live/0120_1.m3u8?key=Aikantv&t=1727575212$晚高峰卡
东南卫视,http://183.185.252.91:9999/tsfile/live/0137_1.m3u8?key=Aikantv&t=1727575212$晚高峰卡
广西卫视,http://183.185.252.91:9999/tsfile/live/0113_1.m3u8?key=Aikantv&t=1727575212$晚高峰卡
江西卫视,http://183.185.252.91:9999/tsfile/live/0138_1.m3u8?key=Aikantv&t=1727575212$晚高峰卡
吉林卫视,http://183.185.252.91:9999/tsfile/live/0116_1.m3u8?key=Aikantv&t=1727575212$晚高峰卡
青海卫视,http://183.185.252.91:9999/tsfile/live/0140_1.m3u8?key=Aikantv&t=1727575212$晚高峰卡
安徽卫视,http://183.185.252.91:9999/tsfile/live/0130_1.m3u8?key=Aikantv&t=1727575212$晚高峰卡
重庆卫视,http://210.22.75.86:9901/tsfile/live/0142_1.m3u8?key=Aikantv&t=1727575212$晚高峰卡
艺术人文,http://210.22.75.86:9901/tsfile/live/1008_1.m3u8?key=Aikantv&t=1727575212$晚高峰卡
第一财经,http://210.22.75.86:9901/tsfile/live/1009_1.m3u8?key=Aikantv&t=1727575212$晚高峰卡
黑龙江卫视,http://116.233.34.25:7777/tsfile/live/0143_1.m3u8?key=Aikantv&t=1727575212$晚高峰卡
嘉佳卡通,http://116.233.34.25:7777/tsfile/live/1046_1.m3u8?key=Aikantv&t=1727575212$晚高峰卡
卡酷卡通,http://116.233.34.25:7777/tsfile/live/1047_1.m3u8?key=Aikantv&t=1727575212$晚高峰卡
快乐垂钓,http://116.233.34.25:7777/tsfile/live/1048_1.m3u8?key=Aikantv&t=1727575212$晚高峰卡
茶频道,http://116.233.34.25:7777/tsfile/live/1049_1.m3u8?key=Aikantv&t=1727575212$晚高峰卡
游戏风云,http://116.233.34.25:7777/tsfile/live/1050_1.m3u8?key=Aikantv&t=1727575212$晚高峰卡
生活时尚,http://116.233.34.25:7777/tsfile/live/1051_1.m3u8?key=Aikantv&t=1727575212$晚高峰卡
动漫秀场,http://116.233.34.25:7777/tsfile/live/1052_1.m3u8?key=Aikantv&t=1727575212$晚高峰卡
都市剧场,http://116.233.34.25:7777/tsfile/live/1053_1.m3u8?key=Aikantv&t=1727575212$晚高峰卡
欢笑剧场,http://116.233.34.25:7777/tsfile/live/1054_1.m3u8?key=Aikantv&t=1727575212$晚高峰卡
北京卫视,http://116.233.34.25:7777/tsfile/live/0122_1.m3u8?key=Aikantv&t=1727575212$晚高峰卡
江苏卫视,http://116.233.34.25:7777/tsfile/live/0127_1.m3u8?key=Aikantv&t=1727575212$晚高峰卡
浙江卫视,http://116.233.34.25:7777/tsfile/live/0124_1.m3u8?key=Aikantv&t=1727575212$晚高峰卡
湖南卫视,http://116.233.34.25:7777/tsfile/live/0128_1.m3u8?key=Aikantv&t=1727575212$晚高峰卡
山东卫视,http://116.233.34.25:7777/tsfile/live/0131_1.m3u8?key=Aikantv&t=1727575212$晚高峰卡
安徽卫视,http://116.233.34.25:7777/tsfile/live/0130_1.m3u8?key=Aikantv&t=1727575212$晚高峰卡
卡酷少儿,http://116.233.34.25:7777/tsfile/live/1044_1.m3u8?key=Aikantv&t=1727575212$晚高峰卡
天津卫视,http://116.233.34.25:7777/tsfile/live/0135_1.m3u8?key=Aikantv&t=1727575213$晚高峰卡
江西卫视,http://116.233.34.25:7777/tsfile/live/0138_1.m3u8?key=Aikantv&t=1727575213$晚高峰卡
辽宁卫视,http://116.233.34.25:7777/tsfile/live/0121_1.m3u8?key=Aikantv&t=1727575213$晚高峰卡
湖北卫视,http://116.233.34.25:7777/tsfile/live/0132_1.m3u8?key=Aikantv&t=1727575213$晚高峰卡
广东卫视,http://116.233.34.25:7777/tsfile/live/0125_1.m3u8?key=Aikantv&t=1727575213$晚高峰卡
深圳卫视,http://116.233.34.25:7777/tsfile/live/0126_1.m3u8?key=Aikantv&t=1727575213$晚高峰卡
东南卫视,http://116.233.34.25:7777/tsfile/live/0137_1.m3u8?key=Aikantv&t=1727575213$晚高峰卡
安徽卫视,http://171.120.7.130:9999/tsfile/live/0130_1.m3u8?key=Aikantv&t=1727575213$晚高峰卡
贵州卫视,http://116.233.34.25:7777/tsfile/live/0120_1.m3u8?key=Aikantv&t=1727575213$晚高峰卡
四川卫视,http://116.233.34.25:7777/tsfile/live/0123_1.m3u8?key=Aikantv&t=1727575213$晚高峰卡
重庆卫视,http://116.233.34.25:7777/tsfile/live/0142_1.m3u8?key=Aikantv&t=1727575213$晚高峰卡
河北卫视,http://116.233.34.25:7777/tsfile/live/0117_1.m3u8?key=Aikantv&t=1727575213$晚高峰卡
内蒙古卫视,http://116.233.34.25:7777/tsfile/live/0109_1.m3u8?key=Aikantv&t=1727575213$晚高峰卡
河南卫视,http://116.233.34.25:7777/tsfile/live/0139_1.m3u8?key=Aikantv&t=1727575213$晚高峰卡
金鹰卡通,http://116.233.34.25:7777/tsfile/live/1045_1.m3u8?key=Aikantv&t=1727575213$晚高峰卡
兵团卫视,http://122.224.58.42:85/tsfile/live/0115_1.m3u8?key=Aikantv&t=1727575213$晚高峰卡
五星体育,http://210.22.75.86:9901/tsfile/live/1010_1.m3u8?key=Aikantv&t=1727575213$晚高峰卡
东方卫视,http://116.233.34.25:7777/tsfile/live/0107_1.m3u8?key=Aikantv&t=1727575213$晚高峰卡
东方财经,http://116.233.34.25:7777/tsfile/live/1031_1.m3u8?key=Aikantv&t=1727575213$晚高峰卡
五星体育,http://116.233.34.25:7777/tsfile/live/1030_1.m3u8?key=Aikantv&t=1727575213$晚高峰卡
第一财经,http://116.233.34.25:7777/tsfile/live/1029_1.m3u8?key=Aikantv&t=1727575213$晚高峰卡
东方影视,http://116.233.34.25:7777/tsfile/live/1028_1.m3u8?key=Aikantv&t=1727575213$晚高峰卡
纪实人文,http://116.233.34.25:7777/tsfile/live/1027_1.m3u8?key=Aikantv&t=1727575213$晚高峰卡
都市频道,http://116.233.34.25:7777/tsfile/live/1026_1.m3u8?key=Aikantv&t=1727575213$晚高峰卡
新闻综合,http://116.233.34.25:7777/tsfile/live/1025_1.m3u8?key=Aikantv&t=1727575213$晚高峰卡
上海教育台,http://116.233.34.25:7777/tsfile/live/1033_1.m3u8?key=Aikantv&t=1727575213$晚高峰卡
新闻综合,http://210.22.75.86:9901/tsfile/live/1000_1.m3u8?key=Aikantv&t=1727575213$晚高峰卡
上海电视剧,http://210.22.75.86:9901/tsfile/live/0107_2.m3u8?key=Aikantv&t=1727575213$晚高峰卡
上海娱乐,http://210.22.75.86:9901/tsfile/live/0107_5.m3u8?key=Aikantv&t=1727575213$晚高峰卡
新闻综合,http://210.22.75.86:9901/tsfile/live/0107_4.m3u8?key=Aikantv&t=1727575213$晚高峰卡
纪实频道,http://210.22.75.86:9901/tsfile/live/0107_3.m3u8?key=Aikantv&t=1727575213$晚高峰卡
东方电影,http://210.22.75.86:9901/tsfile/live/1012_1.m3u8?key=Aikantv&t=1727575213$晚高峰卡
ICS频道,http://116.233.34.25:7777/tsfile/live/1032_1.m3u8?key=Aikantv&t=1727575213$晚高峰卡
七彩戏剧,http://116.233.34.25:7777/tsfile/live/1034_1.m3u8?key=Aikantv&t=1727575213$晚高峰卡
纪实科教,http://116.233.34.25:7777/tsfile/live/1043_1.m3u8?key=Aikantv&t=1727575213$晚高峰卡
金鹰纪实,http://116.233.34.25:7777/tsfile/live/1042_1.m3u8?key=Aikantv&t=1727575213$晚高峰卡
金色学堂,http://116.233.34.25:7777/tsfile/live/1036_1.m3u8?key=Aikantv&t=1727575213$晚高峰卡
金鹰卡通,http://171.120.7.130:9999/tsfile/live/1000_1.m3u8?key=Aikantv&t=1727575213$晚高峰卡
重庆卫视,http://171.120.7.130:9999/tsfile/live/0142_1.m3u8?key=Aikantv&t=1727575213$晚高峰卡
山东卫视,http://171.120.7.130:9999/tsfile/live/0131_1.m3u8?key=Aikantv&t=1727575213$晚高峰卡
天津卫视,http://171.120.7.130:9999/tsfile/live/0135_1.m3u8?key=Aikantv&t=1727575213$晚高峰卡
深圳卫视,http://171.120.7.130:9999/tsfile/live/0126_1.m3u8?key=Aikantv&t=1727575213$晚高峰卡
法治天地,http://116.233.34.25:7777/tsfile/live/1035_1.m3u8?key=Aikantv&t=1727575213$晚高峰卡
广东卫视,http://171.120.7.130:9999/tsfile/live/0125_1.m3u8?key=Aikantv&t=1727575213$晚高峰卡
浙江卫视,http://171.120.7.130:9999/tsfile/live/0124_1.m3u8?key=Aikantv&t=1727575213$晚高峰卡
湖南卫视,http://171.120.7.130:9999/tsfile/live/0128_1.m3u8?key=Aikantv&t=1727575213$晚高峰卡
山西卫视,http://171.120.7.130:9999/tsfile/live/0118_1.m3u8?key=Aikantv&t=1727575213$晚高峰卡
财富天下,http://116.233.34.25:7777/tsfile/live/1040_1.m3u8?key=Aikantv&t=1727575213$晚高峰卡
CCTV5+,http://116.233.34.25:7777/tsfile/live/0016_1.m3u8?key=Aikantv&t=1727575213$晚高峰卡
CCTV5+,http://122.224.58.42:85/tsfile/live/0016_1.m3u8?key=Aikantv&t=1727575214$晚高峰卡
CCTV5+,http://58.48.5.186:1111/tsfile/live/0016_1.m3u8?key=Aikantv&t=1727575214$晚高峰卡

2V6,#genre#
CCTV-1,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226016/index.m3u8
CCTV-2,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225588/index.m3u8
CCTV-3,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226021/index.m3u8
CCTV-4,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226007/index.m3u8
CCTV-5,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226019/index.m3u8
CCTV-5+,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225603/index.m3u8
CCTV-6,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226010/index.m3u8
CCTV-7,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225733/index.m3u8
CCTV-8,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226008/index.m3u8
CCTV-9,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225734/index.m3u8
CCTV-10,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225730/index.m3u8
CCTV-11,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225597/index.m3u8
CCTV-12,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225731/index.m3u8
CCTV-13,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226011/index.m3u8
CCTV-14,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225732/index.m3u8
CCTV-15,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225601/index.m3u8
CCTV-16,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226100/index.m3u8
CCTV-17,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225765/index.m3u8
